NIF;NOMBRE DEL FONDO;NOMBRE DE LA GESTORA;DIRECCIÓN;POLÍTICA DE INVERSIÓN;VARIABILIDAD DEL CAPITAL;SUB FONDO;ISIN;CÓDIGO DE SUPERVISOR
V86544897;ALTAN III GLOBAL, FIL;ALTAN CAPITAL, SGIIC, S.A.;Paseo de la Castellana, 91, 28046, MADRID;alto riesgo;capital variable;No;ES0108742018;FIL45
V86544897;ALTAN III GLOBAL, FIL;ALTAN CAPITAL, SGIIC, S.A.;Paseo de la Castellana, 91, 28046, MADRID;alto riesgo;capital variable;No;ES0108742026;FIL45
V87749032;ALTAN IV GLOBAL, IICIICIL;ALTAMAR PRIVATE EQUITY, S.G.I.I.C., S.A.;Pº CASTELLANA, 91, 28046, MADRID;alto riesgo;capital variable;No;ES0108689003;FHF46
V87749032;ALTAN IV GLOBAL, IICIICIL;ALTAMAR PRIVATE EQUITY, S.G.I.I.C., S.A.;Pº CASTELLANA, 91, 28046, MADRID;alto riesgo;capital variable;No;ES0108689011;FHF46
V87313219;ALTERALIA DEBT FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0108743008;FIL55
V87313219;ALTERALIA DEBT FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0108743016;FIL55
V87313219;ALTERALIA DEBT FUND, FIL;ALANTRA ASSET MANAGEMENT, SGIIC, S.A.;C/ PADILLA 17, 28006, MADRID;alto riesgo;capital variable;No;ES0108743024;FIL55
V85863611;AMBAR VENTURE CAPITAL , FCR;AMBAR CAPITAL Y EXPANSION, SGEIC, S.A.;SERRANO 57, 28001, MADRID;otros;capital fijo;No;ES0176193003;FCR117
V86936861;AMEINON RENTA FIJA, FI;TRESSIS GESTION, S.G.I.I.C., S.A.;CALLE ORENSE, 4- PLANTA 13, 28020, MADRID;obligaciones;capital variable;No;ES0109191009;FI4700
V86530466;AMERIGO INNVIERTE SPAIN TECHNOLOGIES, FCR;KIBO VENTURES PARTNERS, SGEIC, S.A.;C/ Zurbano, 34. 6º izquierda, 28010, Madrid;otros;capital fijo;No;ES0109199002;FCR137
V65354805;AMERIGO INNVIERTE SPAIN VENTURES, FCR DE RÉGIMEN SIMPLIFICADO;ACTIVE VENTURE PARTNERS, S.G.E.I.C., S.A.;AVENIDA DIAGONAL, 401, 2º BIS, 08008, BARCELONA;otros;capital fijo;No;ES0167053000;FCR119
V95615092;AMISTRA GLOBAL, FI;AMISTRA, SGIIC, S.A.;LUCHANA, 6, 48008, BILBAO;otros;capital variable;No;ES0109213001;FI4244
V80346265;AMUNDI CORTO PLAZO, FI;AMUNDI IBERIA, SGIIC, S.A.;Pº DE LA CASTELLANA, 1, 28046, MADRID;obligaciones;capital variable;No;ES0126542036;FI3697
V83657635;AMUNDI ESTRATEGIA BONOS, FI;AMUNDI IBERIA, SGIIC, S.A.;Pº DE LA CASTELLANA, 1, 28046, MADRID;mixtos;capital variable;No;ES0164371033;FI2831
V81029019;AMUNDI ESTRATEGIA GLOBAL, FI;AMUNDI IBERIA, SGIIC, S.A.;Pº DE LA CASTELLANA, 1, 28046, MADRID;otros;capital variable;No;ES0126545039;FI547
V79501672;AMUNDI FONDTESORO LARGO PLAZO, FI;AMUNDI IBERIA, SGIIC, S.A.;Pº DE LA CASTELLANA, 1, 28046, MADRID;obligaciones;capital variable;No;ES0126531039;FI191
V87921680-1;ANATTEA FI/ANATTEA KUNIÉ QUANT;ANATTEA GESTIÓN SGIIC, S.A.;CALLE NICASIO GALLEGO 1, BAJO IZQDA., 28010, MADRID;otros;capital variable;No;ES0109204000;FI5244-1
V87921680-2;ANATTEA FI/ANATTEA KUTEMA;ANATTEA GESTIÓN SGIIC, S.A.;CALLE NICASIO GALLEGO 1, BAJO IZQDA., 28010, MADRID;otros;capital variable;No;ES0109204018;FI5244-2
V86426863;ANNAPURNA, FI;ESFERA CAPITAL GESTIÓN SGIIC, S.A.;C/ CHILLIDA 4, 4ª PLANTA, OFICINA 7, 04740, ROQUETAS DE MAR;otros;capital variable;No;ES0109286007;FI4453
V65433930;ANNUALCYCLES STRATEGIES, FI;GESIURIS ASSET MANAGEMENT, SGIIC, S.A.;CASTELLO, 128, 9ª PLANTA, 28006, MADRID;otros;capital variable;No;ES0109298002;FI4269
V84921402;ARCANO CAPITAL BP I, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109922031;FCR71
V84742550;ARCANO CAPITAL I, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109933038;FCR61
V87567889;ARCANO CAPITAL X, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109867004;FCR195
V87645198;ARCANO CAPITAL XI, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109868002;FCR204
V87645198;ARCANO CAPITAL XI, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109868010;FCR204
V87645198;ARCANO CAPITAL XI, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109868028;FCR204
V87645198;ARCANO CAPITAL XI, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109868036;FCR204
V87645198;ARCANO CAPITAL XI, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109868044;FCR204
V87645198;ARCANO CAPITAL XI, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109868051;FCR204
V87645198;ARCANO CAPITAL XI, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109868069;FCR204
V87645198;ARCANO CAPITAL XI, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109868077;FCR204
V86287018;ARCANO EUROPEAN INCOME FUND, FIL;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;alto riesgo;capital variable;No;ES0109924003;FIL41
V86287018;ARCANO EUROPEAN INCOME FUND, FIL;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;alto riesgo;capital variable;No;ES0109924011;FIL41
V86287018;ARCANO EUROPEAN INCOME FUND, FIL;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;alto riesgo;capital variable;No;ES0109924029;FIL41
V86287018;ARCANO EUROPEAN INCOME FUND, FIL;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;alto riesgo;capital variable;No;ES0109924037;FIL41
V87605481;ARCANO EUROPEAN SENIOR SECURED LOAN FUND, FIL;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;alto riesgo;capital variable;No;ES0109869000;FIL60
V87605481;ARCANO EUROPEAN SENIOR SECURED LOAN FUND, FIL;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;alto riesgo;capital variable;No;ES0109869018;FIL60
V87605481;ARCANO EUROPEAN SENIOR SECURED LOAN FUND, FIL;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;alto riesgo;capital variable;No;ES0109869026;FIL60
V87605481;ARCANO EUROPEAN SENIOR SECURED LOAN FUND, FIL;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;alto riesgo;capital variable;No;ES0109869034;FIL60
V85438265;ARCANO GLOBAL OPPORTUNITY FUND II, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109934002;FCR99
V87708434;ARCANO PARTNERS FUND, FI;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital variable;No;ES0109848004;FI5161
V87708434;ARCANO PARTNERS FUND, FI;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital variable;No;ES0109848012;FI5161
V87708434;ARCANO PARTNERS FUND, FI;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital variable;No;ES0109848020;FI5161
V86903861;ARCANO SECONDARY FUND BP II, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109925000;FCR149
V86805694;ARCANO SECONDARY FUND II, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109935009;FCR145
V87823761;ARCANO VENTURES, FCR;ARCANO CAPITAL, SGIIC, S.A.;C/ JOSÉ ORTEGA Y GASSET, 29 - 4ª, 28006, MADRID;otros;capital fijo;No;ES0109854002;FCR214
V86101144;ARGOS CAPITAL, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0110194000;FI4295
V66360967;ARQUIUNO BOLSA, FI;ARQUIGEST, S.A., S.G.I.I.C.;BARBARA DE BRAGANZA, 6, TERCERO IZQUIERDA, 28004, MADRID;participaciones;capital variable;No;ES0110247006;FI4792
V66728932;ARQUIUNO DINAMICO 100RV FI;ARQUIGEST, S.A., S.G.I.I.C.;BARBARA DE BRAGANZA, 6, TERCERO IZQUIERDA, 28004, MADRID;participaciones;capital variable;No;ES0110233006;FI4982
V66728932;ARQUIUNO DINAMICO 100RV FI;ARQUIGEST, S.A., S.G.I.I.C.;BARBARA DE BRAGANZA, 6, TERCERO IZQUIERDA, 28004, MADRID;participaciones;capital variable;No;ES0110233014;FI4982
V66728924;ARQUIUNO EQUILIBRADO 60RV FI;ARQUIGEST, S.A., S.G.I.I.C.;BARBARA DE BRAGANZA, 6, TERCERO IZQUIERDA, 28004, MADRID;mixtos;capital variable;No;ES0126459009;FI4981
V66728924;ARQUIUNO EQUILIBRADO 60RV FI;ARQUIGEST, S.A., S.G.I.I.C.;BARBARA DE BRAGANZA, 6, TERCERO IZQUIERDA, 28004, MADRID;mixtos;capital variable;No;ES0126459017;FI4981
V58430059;ARQUIUNO, FI;ARQUIGEST, S.A., S.G.I.I.C.;BARBARA DE BRAGANZA, 6, TERCERO IZQUIERDA, 28004, MADRID;mixtos;capital variable;No;ES0110253038;FI88
V66728908;ARQUIUNO PRUDENTE 30RV FI;ARQUIGEST, S.A., S.G.I.I.C.;BARBARA DE BRAGANZA, 6, TERCERO IZQUIERDA, 28004, MADRID;mixtos;capital variable;No;ES0110248004;FI4979
V66728908;ARQUIUNO PRUDENTE 30RV FI;ARQUIGEST, S.A., S.G.I.I.C.;BARBARA DE BRAGANZA, 6, TERCERO IZQUIERDA, 28004, MADRID;mixtos;capital variable;No;ES0110248012;FI4979
V66043803;ARQUIUNO RENTA VARIABLE MIXTA FI;ARQUIGEST, S.A., S.G.I.I.C.;BARBARA DE BRAGANZA, 6, TERCERO IZQUIERDA, 28004, MADRID;mixtos;capital variable;No;ES0110256007;FI4601
V87593570;ARTA CAPITAL FUND II, FCR;ARTA CAPITAL SGEIC SA;PLZA DEL  MARQUES DE SALAMANCA, 10 - 4º DCHA, 28006, MADRID;otros;capital fijo;No;ES0110503002;FCR198
V87932471;ARTA CAPITAL FUND II (TEAM), FCR;ARTA CAPITAL SGEIC SA;PLZA DEL  MARQUES DE SALAMANCA, 10 - 4º DCHA, 28006, MADRID;otros;capital fijo;No;ES0110262005;FCR221
V81770737;ARTE FINANCIERO, FI;NOVO BANCO GESTION, SGIIC, S.A.;C/ SERRANO 88, 28006, MADRID;otros;capital variable;No;ES0110276039;FI1110
V66918285;ATHOS CAPITAL FUND I, FCR-PYME;ATHOS CAPITAL, SGEIC, S.A.;CALLE POETA MARAGALL, Nº 3, 1º, 28020, MADRID;otros;capital fijo;No;ES0173463003;FCRPY12
V84462001-1;ATL CAPITAL BEST MANAGERS, FI/ATL CAPITAL BEST MANAGERS / DINAMICO;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;participaciones;capital variable;No;ES0111171015;FI3280-1
V84462001-1;ATL CAPITAL BEST MANAGERS, FI/ATL CAPITAL BEST MANAGERS / DINAMICO;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;participaciones;capital variable;No;ES0111171023;FI3280-1
V84462001-2;ATL CAPITAL BEST MANAGERS, FI/ATL CAPITAL BEST MANAGERS / FLEXIBLE;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;otros;capital variable;No;ES0111171031;FI3280-2
V84462001-2;ATL CAPITAL BEST MANAGERS, FI/ATL CAPITAL BEST MANAGERS / FLEXIBLE;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;otros;capital variable;No;ES0111171072;FI3280-2
V84462001-3;ATL CAPITAL BEST MANAGERS, FI/ATL CAPITAL BEST MANAGERS / MIXTO;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;mixtos;capital variable;No;ES0111171007;FI3280-3
V84462001-5;ATL CAPITAL BEST MANAGERS, FI/ATL CAPITAL BEST MANAGERS/ TACTICO;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;mixtos;capital variable;No;ES0111171049;FI3280-5
V84462001-5;ATL CAPITAL BEST MANAGERS, FI/ATL CAPITAL BEST MANAGERS/ TACTICO;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;mixtos;capital variable;No;ES0111171056;FI3280-5
V84462001-4;ATL CAPITAL BEST MANAGERS, FI/ATL CAPITAL BEST MANAGERS/CONSERVADOR;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;mixtos;capital variable;No;ES0111171064;FI3280-4
V84462001-6;ATL CAPITAL BEST MANAGERS, FI/ATL CAPITAL BEST MANAGERS/MODERADO;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;mixtos;capital variable;No;ES0111171080;FI3280-6
V85271096;ATL CAPITAL CARTERA DINAMICA, FI;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;otros;capital variable;No;ES0111127009;FI3943
V85271096;ATL CAPITAL CARTERA DINAMICA, FI;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;otros;capital variable;No;ES0111127017;FI3943
V85271120;ATL CAPITAL CARTERA PATRIMONIO, FI;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;mixtos;capital variable;No;ES0111167005;FI3941
V85271120;ATL CAPITAL CARTERA PATRIMONIO, FI;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;mixtos;capital variable;No;ES0111167013;FI3941
V87113551;ATL CAPITAL CARTERA RENTA VARIABLE, FI;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;participaciones;capital variable;No;ES0111128007;FI4800
V87113551;ATL CAPITAL CARTERA RENTA VARIABLE, FI;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;participaciones;capital variable;No;ES0111128015;FI4800
V85271161;ATL CAPITAL CARTERA TACTICA, FI;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;mixtos;capital variable;No;ES0111151009;FI3942
V85271161;ATL CAPITAL CARTERA TACTICA, FI;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;mixtos;capital variable;No;ES0111151017;FI3942
V86510864;ATL CAPITAL QUANT 25, FI;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;otros;capital variable;No;ES0111152007;FI4504
V86488301;ATL CAPITAL QUANT 5, FI;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;otros;capital variable;No;ES0111052009;FI4497
V85641959;ATL CAPITAL RENTA FIJA, FI;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;obligaciones;capital variable;No;ES0111168003;FI4104
V85641959;ATL CAPITAL RENTA FIJA, FI;ATL 12 CAPITAL GESTION S.G.I.I.C, S.A.;MONTALBAN 9, 28014, MADRID;obligaciones;capital variable;No;ES0111168011;FI4104
V85240224;ATLAS CAPITAL I, FCR DE RÉGIMEN SIMPLIFICADO;ATLAS CAPITAL PRIVATE EQUITY, SGEIC, S.A.;C/ CASTELLÓ 128, PISO 8º, 28006, MADRID;otros;capital fijo;No;ES0111173003;FCR86
V87562708;ATTITUDE GLOBAL FIL;ATTITUDE GESTION, SGIIC, S.A.;CALLE ORENSE, 68 PLANTA 11, 28020, MADRID;alto riesgo;capital variable;No;ES0111174001;FIL59
V86209699;ATTITUDE OPPORTUNITIES FI;ATTITUDE GESTION, SGIIC, S.A.;CALLE ORENSE, 68 PLANTA 11, 28020, MADRID;otros;capital variable;No;ES0111192003;FI4359
V87969770;ATTITUDE SHERPA, FI;ATTITUDE GESTION, SGIIC, S.A.;CALLE ORENSE, 68 PLANTA 11, 28020, MADRID;otros;capital variable;No;ES0111193001;FI5238
V66823428;AURICA III, FCR;AURICA CAPITAL DESARROLLO, SGEIC, S.A.U.;AVENIDA DIAGONAL, 407 BIS, 08008, BARCELONA;otros;capital fijo;No;ES0111227007;FCR200
V84414564;AURUM RENTA VARIABLE, FI;POPULAR GESTION PRIVADA, S.G.I.I.C., S.A.;CALLE JOSE ORTEGA Y GASSET, 29, 28006, MADRID;participaciones;capital variable;No;ES0168845032;FI3245
V82628934;AVANCE GLOBAL, FI;ALPHA PLUS GESTORA, S.G.I.I.C., S.A.;CAMINO DE LA FUENTE DE LA MORA, 9, 28050, MADRID;otros;capital variable;No;ES0112340007;FI2134
V82628934;AVANCE GLOBAL, FI;ALPHA PLUS GESTORA, S.G.I.I.C., S.A.;CAMINO DE LA FUENTE DE LA MORA, 9, 28050, MADRID;otros;capital variable;No;ES0112340023;FI2134
V82628934;AVANCE GLOBAL, FI;ALPHA PLUS GESTORA, S.G.I.I.C., S.A.;CAMINO DE LA FUENTE DE LA MORA, 9, 28050, MADRID;otros;capital variable;No;ES0112340031;FI2134
V87077459;AVANTAGE FUND, FI;RENTA 4 GESTORA, S.G.I.I.C., S.A.;Pº DE LA HABANA, 74, 2º IZDA., 28036, MADRID;otros;capital variable;No;ES0112231008;FI4791
V87652053;AZVALOR BLUE CHIPS, FI;AZVALOR ASSET MANAGEMENT, SGIIC, S.A.;PASEO DE LA CASTELLANA, 110 3º, 28046, MADRID;participaciones;capital variable;No;ES0112609005;FI5112
V87393195;AZVALOR CAPITAL, FI;AZVALOR ASSET MANAGEMENT, SGIIC, S.A.;PASEO DE LA CASTELLANA, 110 3º, 28046, MADRID;mixtos;capital variable;No;ES0112601002;FI4916
V87393237;AZVALOR IBERIA, FI;AZVALOR ASSET MANAGEMENT, SGIIC, S.A.;PASEO DE LA CASTELLANA, 110 3º, 28046, MADRID;participaciones;capital variable;No;ES0112616000;FI4917
V87393245;AZVALOR INTERNACIONAL, FI;AZVALOR ASSET MANAGEMENT, SGIIC, S.A.;PASEO DE LA CASTELLANA, 110 3º, 28046, MADRID;participaciones;capital variable;No;ES0112611001;FI4918
V83007617;BANKIA BANCA PRIVADA CORTO PLAZO EURO, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0108903008;FI2446
V83007617;BANKIA BANCA PRIVADA CORTO PLAZO EURO, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0108903032;FI2446
V86994472;BANKIA BANCA PRIVADA FINANCIERO 2018, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0113227005;FI4737
V87772745;BANKIA BANCA PRIVADA GARANTIA EURIBOR, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0113114005;FI5134
V81851867;BANKIA BANCA PRIVADA INDICE S&P 500, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;otros;capital variable;No;ES0108851009;FI1221
V81851867;BANKIA BANCA PRIVADA INDICE S&P 500, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;otros;capital variable;No;ES0108851033;FI1221
V81851834;BANKIA BANCA PRIVADA RENTA VARIABLE ESPAÑA, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;participaciones;capital variable;No;ES0108846009;FI1235
V81851834;BANKIA BANCA PRIVADA RENTA VARIABLE ESPAÑA, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;participaciones;capital variable;No;ES0108846033;FI1235
V81998478;BANKIA BANCA PRIVADA SELECCIÓN, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;otros;capital variable;No;ES0142343039;FI1461
V96775994;BANKIA BOLSA ESPAÑOLA, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;participaciones;capital variable;No;ES0113002002;FI1528
V96775994;BANKIA BOLSA ESPAÑOLA, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;participaciones;capital variable;No;ES0113002036;FI1528
V82467952;BANKIA BOLSA JAPONESA, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;participaciones;capital variable;No;ES0158983009;FI1980
V82467952;BANKIA BOLSA JAPONESA, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;participaciones;capital variable;No;ES0158983033;FI1980
V81795395;BANKIA BOLSA USA, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;participaciones;capital variable;No;ES0161937000;FI1139
V81795395;BANKIA BOLSA USA, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;participaciones;capital variable;No;ES0161937034;FI1139
V97288245;BANKIA BONOS CORTO PLAZO PRINCIPAL, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0141173007;FI2673
V97288245;BANKIA BONOS CORTO PLAZO PRINCIPAL, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0141173015;FI2673
V97288245;BANKIA BONOS CORTO PLAZO PRINCIPAL, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0141173023;FI2673
V97288245;BANKIA BONOS CORTO PLAZO PRINCIPAL, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0141173031;FI2673
V81560559;BANKIA BONOS DURACION FLEXIBLE, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0173441009;FI775
V81560559;BANKIA BONOS DURACION FLEXIBLE, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0173441033;FI775
V82217969;BANKIA BONOS INTERNACIONAL, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0159178005;FI1713
V82217969;BANKIA BONOS INTERNACIONAL, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0159178039;FI1713
V86207537;BANKIA DIVERSIFICACION, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;otros;capital variable;No;ES0158013005;FI4358
V86207537;BANKIA DIVERSIFICACION, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;otros;capital variable;No;ES0158013013;FI4358
V81791063;BANKIA DIVIDENDO ESPAÑA , FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;participaciones;capital variable;No;ES0159076001;FI1131
V81791063;BANKIA DIVIDENDO ESPAÑA , FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;participaciones;capital variable;No;ES0159076035;FI1131
V58615170;BANKIA DIVIDENDO EUROPA, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;participaciones;capital variable;No;ES0138840006;FI151
V58615170;BANKIA DIVIDENDO EUROPA, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;participaciones;capital variable;No;ES0138840030;FI151
V82106824;BANKIA DOLAR, FI;BANKIA FONDOS, S.G.I.I.C., S.A.;PS. CASTELLANA, 189 6º PLANTA, 28046, MADRID;obligaciones;capital variable;No;ES0159033002;FI2539
